,date,realtemp,settemp,PSUmillivolt,PSUmA,inPumpPercent,blotter,roof,fanpercent,outpumppercent,hysteresis,valve,pickup
0,29/09/2022 08:37:44,14.25,20.00,7000,0,0,L,O,50,50,1.00,0,0
0,29/09/2022 08:38:46,15.00,20.00,7000,0,0,L,O,50,50,1.00,0,0
0,29/09/2022 08:38:48,15.00,20.00,7000,0,0,L,O,50,50,1.00,0,0
0,29/09/2022 08:38:50,15.25,20.00,7000,0,20,L,O,50,20,1.00,2,0
0,29/09/2022 08:38:51,15.50,20.00,7000,0,20,L,O,50,20,1.00,2,0
0,29/09/2022 08:38:51,15.25,20.00,7000,0,20,L,O,50,20,1.00,2,0
0,29/09/2022 08:38:53,15.00,20.00,7000,0,20,L,O,50,20,1.00,2,0
0,29/09/2022 08:38:56,15.50,20.00,7000,0,0,L,O,50,20,1.00,0,0
0,29/09/2022 08:38:57,15.25,20.00,7000,0,0,L,O,50,20,1.00,0,0
0,29/09/2022 08:38:59,15.50,20.00,7000,0,0,L,O,50,20,1.00,0,0
0,29/09/2022 08:39:01,15.50,20.00,7000,0,20,L,C,50,20,1.00,0,0
0,29/09/2022 08:39:03,15.25,20.00,7000,0,20,L,C,50,20,1.00,0,0
0,29/09/2022 08:39:05,15.25,20.00,7000,0,20,L,C,50,20,1.00,0,0
0,29/09/2022 08:39:07,15.50,20.00,7000,0,10,L,C,50,20,1.00,1,0
0,29/09/2022 08:39:08,15.50,20.00,7000,0,10,L,C,50,20,1.00,1,0
0,29/09/2022 08:39:08,15.25,20.00,7000,0,10,L,C,50,20,1.00,1,0
0,29/09/2022 08:39:09,15.00,20.00,7000,0,10,L,C,50,20,1.00,1,0
0,29/09/2022 08:39:10,15.25,20.00,7000,0,10,L,C,50,20,1.00,1,0
0,29/09/2022 08:39:10,15.00,20.00,7000,0,10,L,C,50,20,1.00,1,0
0,29/09/2022 08:39:11,15.25,20.00,7000,0,10,L,C,50,20,1.00,1,0
0,29/09/2022 08:39:12,15.25,20.00,7000,0,10,L,C,50,20,1.00,1,0
0,29/09/2022 08:39:12,15.00,20.00,7000,0,10,L,C,50,20,1.00,1,0
0,29/09/2022 08:39:13,15.00,20.00,7000,0,10,L,C,50,20,1.00,1,0
0,29/09/2022 08:39:14,14.75,20.00,7000,0,10,L,C,50,20,1.00,1,0
0,29/09/2022 08:39:14,15.25,20.00,7000,0,10,L,C,50,20,1.00,1,0
0,29/09/2022 08:39:15,15.50,20.00,7000,0,10,L,C,50,20,1.00,1,0
0,29/09/2022 08:39:16,15.50,20.00,7000,0,10,L,C,50,20,1.00,1,0
0,29/09/2022 08:39:16,15.25,20.00,7000,0,10,L,C,50,20,1.00,1,0
0,29/09/2022 08:39:17,15.25,20.00,7000,0,10,L,C,50,20,1.00,1,0
0,29/09/2022 08:39:18,15.25,20.00,7000,0,10,L,C,50,20,1.00,1,0
0,29/09/2022 08:39:18,15.50,20.00,7000,0,10,L,C,50,20,1.00,1,0
0,29/09/2022 08:39:19,15.00,20.00,7000,0,10,L,C,50,20,1.00,1,0
0,29/09/2022 08:39:20,15.25,20.00,7000,0,10,L,C,50,20,1.00,1,0
0,29/09/2022 08:39:20,15.25,20.00,7000,0,10,L,C,50,20,1.00,1,0
0,29/09/2022 08:39:21,15.25,20.00,7000,0,10,L,C,50,20,1.00,1,0
0,29/09/2022 08:39:22,15.25,20.00,7000,0,10,L,C,50,20,1.00,1,0
0,29/09/2022 08:39:22,15.25,20.00,7000,0,10,L,C,50,20,1.00,1,0
0,29/09/2022 08:39:23,15.00,20.00,7000,0,10,L,C,50,20,1.00,1,0
0,29/09/2022 08:39:24,15.25,20.00,7000,0,10,L,C,50,20,1.00,1,0
0,29/09/2022 08:39:24,14.75,20.00,7000,0,10,L,C,50,20,1.00,1,0
0,29/09/2022 08:39:25,15.50,20.00,7000,0,10,L,C,50,20,1.00,1,0
0,29/09/2022 08:39:26,15.50,20.00,7000,0,10,L,C,50,20,1.00,1,0
0,29/09/2022 08:39:26,15.25,20.00,7000,0,10,L,C,50,20,1.00,1,0
0,29/09/2022 08:39:27,15.00,20.00,7000,0,10,L,C,50,20,1.00,1,0
0,29/09/2022 08:39:28,14.75,20.00,7000,0,10,L,C,50,20,1.00,1,0
0,29/09/2022 08:39:29,15.25,20.00,7000,0,10,L,C,50,20,1.00,1,0
0,29/09/2022 08:39:29,15.50,20.00,7000,0,10,L,C,50,20,1.00,1,0
0,29/09/2022 08:39:30,15.00,20.00,7000,0,10,L,C,50,20,1.00,1,0
0,29/09/2022 08:39:31,15.25,20.00,7000,0,10,L,C,50,20,1.00,1,0
0,29/09/2022 08:39:31,15.00,20.00,7000,0,10,L,C,50,20,1.00,1,0
